PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;TIP_TEL;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;US_TELEFON_FIX;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;CIRCUIT_992_1;P1;P2;P3;P4;P5;P5_LITERALS;P6;P7;P8;P9;P10;P11;P12_1;P12_2;P13_A;P13_B;P13_C;P13_D;P13_E;P14;P15;P15_LITERALS;P16_1;P16_2;P16_3;P16_4;P16_LITERALS;P17;P17_LITERALS;P18_A;P18_B;P18_B_LITERALS;P19A_A_FERNANDEZ;P19B_A_FERNANDEZ;P19A_L_BORRAS;P19B_L_BORRAS;P19A_P_ARAGONES;P19B_P_ARAGONES;P19A_S_ILLA;P19B_S_ILLA;P19A_J_ALBIACH;P19B_J_ALBIACH;P19A_C_CARRIZOSA;P19B_C_CARRIZOSA;P19A_D_SABATER;P19B_D_SABATER;P19A_I_GARRIGA;P19B_I_GARRIGA;P19A_A_CHACON;P19B_A_CHACON;P20;P21;P22;P23;P23_LITERALS;P24;P25;P26;P27;P28;P29;P29_LITERALS;P30;P31;P32;P33;P33_LITERALS;P34;P34_LITERALS;P35;P36;P37;P38;P39;P40_1;P40_2;P40_3;P40_4;P40_LITERALS;HORA_ÚLTIMA_PREGUNTA;E1;E2;E3;E4;E5;E6;SUPERVISADA;P5R;P15R;P16_1R;P16_2R;P16_3R;P16_4R;P17R;P18R;P18_CENS;P18R_CENS;P16R
1;985;2021;1; ; ; ;1007;Trucada a telèfon mòbil;491;Dona;55;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;23;24 anys o menys;De 20 a 24 anys;Sí, però no en fa ús;Catalunya; ;1;Dolenta;No ho sap;Poc;No ho sap;Cap;-;No contesta;6;No ho sap;No ho sap;No ho sap;3;La ideologia;Les propostes electorals;5;9;Ho té molt en compte;9;7;El dia abans de les eleccions;No ho sap;-;No ho sap; ; ; ;cap partit el convens;No ho recorda;esquerres o juns per cat;No ho sap; ;-;No; ;No; ;No; ;Sí;No ho sap;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Amb parella estable;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-;Classe mitjana; ;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;Sí;Alguna vegada;Bastant;Poc;Bastant;Poc;Sí;Cap;NS/NC;NS/NC; ; ; ;NS/NC; ;No ho recorda;NS/NC;NS/NC
1;986;2021;1; ; ; ;788;Trucada a telèfon mòbil;848;Dona;36;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;SABADELL;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;31;De 25 a 34 anys;De 30 a 34 anys;Sí, però no en fa ús;Catalunya; ;1;Ni bona ni dolenta;Ni bona ni dolenta;Bastant;6;CUP;-;Esquerra;7;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;8;La ideologia;Les propostes electorals;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;7;Abans que comenci la campanya;CUP;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;CUP;-;Sí;No ho sap;Sí;5;Sí;5;Sí;5;Sí;6;Sí;3;Sí;8;Sí;No ho sap;Sí;5; ;Altres comunitats autònomes;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Solter/a;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Totes dues igual: català (valencià/balear) i castellà;-;Classe mitjana-baixa; ;1;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Molt;Bastant;Molt; ;CUP;CUP; ; ; ; ;NS/NC;CUP;CUP;CUP; 
1;987;2021;1; ; ; ;1607;Trucada a telèfon mòbil;828;Dona;27;Universitari grau mig;Espanya; ;GIRONA;De 50.001 a 150.000;GIRONA;Gironès;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;30;De 25 a 34 anys;De 30 a 34 anys;No;Catalunya; ;2;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;Cap;-;No ho sap;No contesta;No ho sap;Una comunitat autònoma d’Espanya;No;2;La ideologia;Les propostes electorals;9;9;9;No ho sap;Ho té molt en compte;Durant la campanya electoral;No votarà;-; ; ; ; ;-;PACMA;partido  animalista;No vaig votar; ;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Unió Europea;Cap: Agnosticisme;-; ;No treballa;Aturat/ada i ha treballat abans; ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Solter/a;0;No contesta;Castellà;-;Castellà;-; ;Classe treballadora baixa;1;Inferiors a 1.000€;No; ; ; ; ;-; ;Sí;Alguna vegada;Poc;Molt;Molt;Molt;Sí;Cap;No votaria; ; ; ; ;Altres; ;No va votar;No va votar; 
1;988;2021;1; ; ; ;731;Trucada a telèfon fix;659;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;MATARÓ;Maresme;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;22;24 anys o menys;De 20 a 24 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;No ho sap;Poc;7;Cap;-;No ho sap;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;8;El líder/cap de llista; ;6;7;Ho té molt en compte;9;7;El mateix dia de les eleccions;No ho sap;-;No ho sap; ; ; ;No tiene claro los ideales de cada partido, prefiere saberlos y luego tomar una decisión;No ho recorda;-;No vaig votar perquè no podia (edat, malaltia...); ;-;No; ;Sí;4;Sí;4;Sí;6;No; ;No; ;No; ;No; ;Sí;5; ;Altres comunitats autònomes;Catalunya;Catolicisme;-;No, mai;Està en un ERTO; ;Assalariat/ada indefinit/ida;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Català (Valencià/Balear);-; ;Classe mitjana;6;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Poc;Molt;Bastant; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC; ;No poder votar;No va votar;NS/NC
1;989;2021;1; ; ; ;756;Trucada a telèfon mòbil;68;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Bages;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;23;24 anys o menys;De 20 a 24 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Poc;4;Cap;-;Esquerra;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;4;9;6;7;9;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;C’s;-;No; ;No; ;No; ;Sí;No ho sap;No; ;No; ;No; ;No; ;No; ; ;Altres comunitats autònomes;Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Totes dues igual: català (valencià/balear) i castellà;-;Classe mitjana-baixa; ;4;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Molt;Molt;Molt; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;C's;C’s;C's;NS/NC
1;990;2021;1; ; ; ;929;Trucada a telèfon fix;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Penedès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;43;De 35 a 49 anys;De 40 a 44 anys;Sí, en fa ús;Catalunya; ;1;No contesta;No contesta;Bastant;7;PSC;socialistes;Esquerra;8;Un nivell suficient d’autonomia;No ho sap;No;9;El propi partit;El líder/cap de llista;7;8;8;9;8;Abans que comenci la campanya;PSC;-; ; ; ; ;-;ERC;esquerra;Estic segur/a que vaig votar;PSC;-;No; ;Sí;4;Sí;8;Sí;8;No; ;Sí;3;Sí;5;No; ;No; ; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Està temporalment de baixa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-alta; ;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant;Sí;PSC;PSC; ; ; ; ;ERC;PSC;PSC;PSC; 
1;991;2021;1; ; ; ;525;Trucada a telèfon fix;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Menor o igual a 2.000; ;Alt Penedès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;26;De 25 a 34 anys;De 25 a 29 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;5;PDeCAT;-;Centre;7;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;La ideologia;8;Ho té molt en compte;8;8;9;Abans que comenci la campanya;PDeCAT;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;No ho sap;Sí;4;Sí;6;Sí;4;Sí;6;Sí;No ho sap;Sí;No ho sap;Sí;No ho sap;Sí;8; ;Catalunya;Catalunya;No contesta;-;No, mai;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Solter/a;0;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana; ;4;No contesta;No; ; ; ; ;-; ;No;Mai;Poc;Molt;Molt;Molt;Sí;PDeCAT;PDeCAT; ; ; ; ;ERC;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;992;2021;1; ; ; ;932;Trucada a telèfon mòbil;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;33;De 25 a 34 anys;De 30 a 34 anys;Sí, però no en fa ús;Catalunya; ;2;Molt dolenta;Molt dolenta;Molt;Molt dolenta;Cap;-;Centre;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;6;Ho té molt en compte;4;7;Ho té molt en compte;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;ERC;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;2;Sí;Molt deficient;Sí;1;Sí;5;Sí;7;Sí;Molt deficient;Sí;5;No; ;Sí;5; ;Resta del món;Altres comunitats autònomes;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Casat/ada;1;Més català/ana que espanyol/a;Totes dues igual: català (valencià/balear) i castellà;-;Català (Valencià/Balear);-; ;Classe treballadora mitjana;2;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Cap;NS/NC;NS/NC; ; ; ;ERC;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;NS/NC
1;993;2021;1; ; ; ;780;Trucada a telèfon mòbil;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;De 10.001 a 50.000; ;Selva;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;21;24 anys o menys;De 20 a 24 anys;No;Altres comunitats autònomes; ;1;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;Vox;-;Extrema esquerra;5;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;Les propostes electorals; ;7;Ho té molt en compte;5;5;3;El dia abans de les eleccions;PACMA;pacma; ; ; ; ;-;PSC;psoe;Estic segur/a que vaig votar;No contesta;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;2008;No ho sap;No ho sap;Cap: Ateisme;-; ;No treballa;Aturat/ada i ha treballat abans; ;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;-;Català (Valencià/Balear);-;Classe mitjana-baixa; ;3;No contesta;No; ; ; ; ;-; ;No;Sempre;Molt;Gens;Gens;Gens; ;Vox;Altres, blanc; ; ; ; ;PSC;NS/NC;No contesta;NS/NC; 
1;994;2021;1; ; ; ;695;Trucada a telèfon mòbil;827;Home;42;Universitari grau superior;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Oriental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;23;24 anys o menys;De 20 a 24 anys;No;Catalunya; ;2;Dolenta;Molt dolenta;No ho sap;4;No ho sap;-;No ho sap;Màxim catalanisme;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;Sí;5;La ideologia; ;7;8;9;Ho té molt en compte;9;El mateix dia de les eleccions;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Altres comunitats autònomes;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector públic (Administració Pública + empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Amb parella estable;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Castellà;-; ;Classe treballadora mitjana;3;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;Sí;Alguna vegada;Poc;Bastant;Bastant;Bastant; ;NS/NC;NS/NC;NS/NC; ; ; ;NS/NC;ERC;ERC;ERC;NS/NC
1;995;2021;1; ; ; ;1819;Trucada a telèfon fix;491;Dona;55;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;MANRESA;Bages;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;75;65 anys o més;De 75 a 79 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Molt dolenta;Molt dolenta;Bastant;1;Cap;-;Centre-esquerra;7;No ho sap;Un Estat dins una Espanya federal;No;Amb tota seguretat no aniré a votar;No ho sap; ;No ho té gens en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;5;Abans que comenci la campanya;No ho sap;-;ERC;Altres partits; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;No; ;Sí;5;Sí;4;Sí;5;Sí;No ho sap;Sí;1;No; ;No; ;No; ;No ho recorda;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop al mes;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Sap llegir i escriure però va anar menys de 5 anys a l’escola;-;Vidu/a;2;Més català/ana que espanyol/a;Castellà;-;Castellà;-;Classe mitjana; ;1;Inferiors a 1.000€;Sí;Mobilitat reduïda; ; ; ;-; ;No;Sovint;Poc;Bastant;Poc;Bastant; ;Cap;NS/NC;ERC;Altres, blanc; ; ;ERC;ERC;ERC;ERC;ERC / Altres
1;996;2021;1; ; ; ;941;Trucada a telèfon mòbil;850;Dona;50;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT BOI DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;37;De 35 a 49 anys;De 35 a 39 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Molt dolenta;Molt;Molt dolenta;PSC;-;Esquerra;5;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat no aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;5;5;7;2;Ho té molt en compte;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;PSC;-;Sí;Molt deficient;Sí;Molt deficient;No; ;Sí;Molt deficient;No; ;No; ;Sí;Molt deficient;No; ;Sí;Molt deficient; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme;-; ;No treballa;Aturat/ada i ha treballat abans; ;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Amb parella estable;2;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe treballadora mitjana;4;No contesta;No; ; ; ; ;-; ;No;Mai;Poc;Molt;Molt;Molt; ;PSC;No votaria; ; ; ; ;NS/NC;PSC;PSC;PSC; 
1;997;2021;1; ; ; ;710;Trucada a telèfon mòbil;138;Home;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;29;De 25 a 34 anys;De 25 a 29 anys;Sí, però no en fa ús;Catalunya; ;1;Dolenta;Ni bona ni dolenta;Poc;6;Cap;-;No contesta;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;8;9;8;7;4;Durant la campanya electoral;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;No; ;No; ;Sí;No ho sap;Sí;No ho sap;No; ;No; ;Sí;No ho sap;No; ;No; ; ;Altres comunitats autònomes;Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-;Classe baixa; ;3;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;Sí;Quasi mai;Poc;Bastant;Bastant;Bastant; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;ERC;ERC;ERC;NS/NC
1;998;2021;1; ; ; ;909;Trucada a telèfon mòbil;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;LLEIDA;Menor o igual a 2.000; ;Segrià;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;21;24 anys o menys;De 20 a 24 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;4;CUP;-;Extrema esquerra;7;Un nivell insuficient d’autonomia;Un Estat independent;Sí;3;La ideologia;Les propostes electorals;7;Ho té molt en compte;Ho té molt en compte;8;8;El dia abans de les eleccions;CUP;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;CUP;-;Sí;3;Sí;4;Sí;4;Sí;3;Sí;3;Sí;Molt deficient;No; ;No; ;Sí;4; ;Catalunya;Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora alta;4;Entre 4.001€ i 5.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;CUP;CUP; ; ; ; ;Junts per Catalunya;CUP;CUP;CUP; 
1;999;2021;1; ; ; ;805;Trucada a telèfon mòbil;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;De 50.001 a 150.000;GIRONA;Gironès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;25;De 25 a 34 anys;De 25 a 29 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;7;Junts per Catalunya;el del puigdemont pdcat;Esquerra;9;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;La ideologia;9;9;7;Ho té molt en compte;9;Abans que comenci la campanya;PDeCAT;-; ; ; ; ;-;PDeCAT;-;Estic segur/a que vaig votar;Junts per Catalunya;-;No; ;Sí;7;Sí;6;Sí;5;Sí;4;Sí;4;No; ;No; ;Sí;6; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Amb parella estable;0;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora mitjana;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Bastant;Bastant;Bastant;Sí;Junts per Catalunya;PDeCAT; ; ; ; ;PDeCAT;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;1000;2021;1; ; ; ;883;Trucada a telèfon mòbil;181;Dona;55;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;24;24 anys o menys;De 20 a 24 anys;Sí, però no en fa ús;Catalunya; ;2;Ni bona ni dolenta;Dolenta;Bastant;6;Junts per Catalunya;-;Centre-dreta;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;Les propostes electorals;8;8;Ho té molt en compte;6;9;Abans que comenci la campanya;Junts per Catalunya;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;Junts per Catalunya;-;No; ;Sí;7;Sí;5;Sí;4;No; ;Sí;6;No; ;No; ;Sí;7; ;Catalunya;Catalunya;Catolicisme;-;No, mai;No treballa;Estudiant; ; ;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora alta;4;Més de 5.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Junts per Catalunya;Junts per Catalunya; ; ; ; ;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;1001;2021;1; ; ; ;812;Trucada a telèfon fix;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Oriental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;26;De 25 a 34 anys;De 25 a 29 anys;Sí, en fa ús;Catalunya; ;2;No ho sap;Dolenta;Poc;5;Cap;-;Esquerra;5;No ho sap;Un Estat independent;Sí;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;8;8;8;8;9;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No contesta;-;No; ;No; ;No; ;Sí;No contesta;No; ;No; ;Sí;No contesta;No; ;Sí;No contesta; ;Catalunya;Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Totes dues igual: català (valencià/balear) i castellà;-; ;Classe mitjana alta;3;Entre 4.001€ i 5.000€;No; ; ; ; ;-; ;No;Mai;Gens;Bastant;Bastant;Bastant; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No contesta;NS/NC;NS/NC
1;1002;2021;1; ; ; ;640;Trucada a telèfon fix;670;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;CORNELLÀ DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;54;De 50 a 64 anys;De 50 a 54 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;No contesta;-;Centre-esquerra;6;Un nivell insuficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;No ho té gens en compte;Ho té molt en compte;No ho té gens en compte;5;No ho té gens en compte;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;C’s;-;Sí;7;Sí;Molt deficient;Sí;Molt deficient;Sí;2;No; ;Sí;8;No; ;No; ;No; ;1971;Altres comunitats autònomes;Altres comunitats autònomes;Altres;cristiano;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;1;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;3;No contesta;No; ; ; ; ;-; ;Sí;Mai;Poc;Bastant;Bastant;Bastant; ;NS/NC;NS/NC; ; ; ; ;ERC;C's;C’s;C's; 
1;1003;2021;1; ; ; ;530;Trucada a telèfon fix;430;Dona;32;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Penedès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;26;De 25 a 34 anys;De 25 a 29 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Molt dolenta;Poc;4;ERC;-;Esquerra;Màxim catalanisme;Un nivell suficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia; ;8;9;8;9;8;Abans que comenci la campanya;No ho sap;-;ERC;CUP; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop a l’any;Treballa; ;Assalariat/ada eventual o interí/ina;Organització privada sense afany de lucre (ONG’S, associacions);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-baixa; ;3;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt;Sí;ERC;NS/NC;ERC;CUP; ; ;NS/NC;ERC;ERC;ERC;ERC / CUP
